R(x),Decomposable,P(x),Q(x)
25924929980*x**15 - 93194755675*x**14 - 436368730822*x**13 + 263401683352*x**12 - 265756504360*x**11 - 1400553167439*x**10 - 1143909138776*x**9 + 2319410270127*x**8 - 946721776148*x**7 - 23230360242*x**6 - 260119649684*x**5 + 69098052632*x**4 + 92988550908*x**3 - 341909167461*x**2 - 78889516260*x - 42482391200,0,,
-22782939000*x**15 - 187122018166*x**14 - 27918599821*x**13 + 498998030086*x**12 + 1384269345778*x**11 - 360387238076*x**10 + 3675011610072*x**9 + 3834860780428*x**8 - 781666110110*x**7 - 549665322675*x**6 - 1182318275098*x**5 + 188880928519*x**4 + 9280311143*x**3 - 587999128247*x**2 + 23474380744*x + 29158754818,0,,
77157725470*x**15 - 270957071184*x**14 - 285323366298*x**13 + 40581946141*x**12 + 873077948009*x**11 + 1101291240953*x**10 - 1692031890826*x**9 + 960908028141*x**8 - 691209730879*x**7 - 1473925890798*x**6 - 1221969012652*x**5 - 1514073135662*x**4 - 239264074719*x**3 - 450032208216*x**2 + 180752535252*x - 90130070582,0,,
-2715697756*x**15 - 212183230927*x**14 + 86774895319*x**13 - 135321904325*x**12 - 1196624786676*x**11 + 665859281698*x**10 - 618531567089*x**9 + 874045133032*x**8 - 525122284922*x**7 + 397963492727*x**6 - 1136620666407*x**5 + 94579209557*x**4 - 947394762705*x**3 + 244824905317*x**2 - 106369586927*x + 5424886842,0,,
-2674734823*x**15 - 122576419809*x**14 - 62864210458*x**13 - 51840417206*x**12 + 1080670539156*x**11 + 363211607986*x**10 - 1617031385051*x**9 + 74895941661*x**8 + 300161589553*x**7 + 1184870036845*x**6 + 1310790590978*x**5 - 1361540131338*x**4 - 89641711594*x**3 - 552631304975*x**2 + 18488618665*x - 69608051843,0,,
-26260903547*x**15 + 235169302445*x**14 - 129648633389*x**13 + 34209230561*x**12 - 300681609124*x**11 + 931786213673*x**10 + 1098288235427*x**9 - 1042650333674*x**8 + 399291546056*x**7 - 1678723392855*x**6 - 361964253756*x**5 + 1031026498083*x**4 - 1022087209985*x**3 - 278820881965*x**2 - 141843138299*x + 73709924989,0,,
-40195032345*x**15 + 149835817397*x**14 - 875105431373*x**13 + 75834316358*x**12 - 1184199177454*x**11 - 2145411619946*x**10 + 1120637185399*x**9 + 763330418718*x**8 + 12754263025*x**7 - 1027475149434*x**6 - 576656841083*x**5 - 1450401027504*x**4 - 1596351704030*x**3 - 226263690181*x**2 + 111607172023*x + 50299693419,0,,
83271858560*x**15 - 3940121199*x**14 + 162822786027*x**13 + 647411070185*x**12 + 441379778438*x**11 - 319190874070*x**10 - 1513474751366*x**9 - 26581529589*x**8 + 1137875568534*x**7 + 2371874786351*x**6 - 65629860033*x**5 - 176004288965*x**4 + 257455405649*x**3 + 187857284955*x**2 - 195561035877*x - 295200042,0,,
2880652118*x**15 - 157415568991*x**14 - 438906799960*x**13 - 342968579264*x**12 + 828739637323*x**11 - 1356868104549*x**10 - 688916090195*x**9 + 746149775642*x**8 - 548625981448*x**7 - 1890036061189*x**6 - 1257740573300*x**5 + 418184946914*x**4 - 174698523199*x**3 - 166640710031*x**2 + 43784957210*x - 39481302811,0,,
-25707502090*x**15 + 135028625584*x**14 - 847469239788*x**13 + 484980096776*x**12 + 117689962517*x**11 + 1437198529529*x**10 - 72117610549*x**9 - 3006829949813*x**8 + 1188079842681*x**7 + 72621160791*x**6 - 1217136623806*x**5 + 467750139900*x**4 + 478604537268*x**3 + 488006910920*x**2 + 7640019242*x - 67088486423,0,,
-17391135949*x**15 - 6103674279*x**14 - 300489054711*x**13 + 16882989833*x**12 + 2175201394398*x**11 + 95229124548*x**10 + 262739093471*x**9 + 2204630902507*x**8 - 452922138779*x**7 - 1000709707132*x**6 - 425155138780*x**5 - 613714104349*x**4 - 367774719826*x**3 + 572114564992*x**2 + 334205088921*x + 10635043308,0,,
106295359160*x**15 - 228950226342*x**14 + 367139794970*x**13 - 143927219121*x**12 - 725944249341*x**11 + 1774790924716*x**10 + 298713466049*x**9 - 308404467109*x**8 - 167845996824*x**7 - 790286616295*x**6 - 516750117270*x**5 + 185980773185*x**4 - 1017648510181*x**3 + 455415336362*x**2 + 235902334531*x + 70851056092,0,,
37032349726*x**15 - 110508244913*x**14 + 127020093314*x**13 - 1223227588280*x**12 - 104792574374*x**11 + 649091786119*x**10 + 3004273711214*x**9 - 121691119522*x**8 - 815013514432*x**7 - 301801554704*x**6 - 489968416571*x**5 + 997633074342*x**4 + 150002124608*x**3 + 132647184447*x**2 + 313246995889*x + 46303330183,0,,
-47683264591*x**15 + 136000650404*x**14 - 383783730358*x**13 - 274565367386*x**12 - 853052591725*x**11 - 1481951564444*x**10 + 572375200585*x**9 + 2874867582429*x**8 - 364058886262*x**7 + 153962757526*x**6 + 2065962325569*x**5 + 1257470326515*x**4 - 255465104535*x**3 + 686553557473*x**2 + 77006877964*x + 23275765670,0,,
-33843914548*x**15 - 221878684262*x**14 - 168183145930*x**13 + 89001536275*x**12 - 121030176892*x**11 - 127866379451*x**10 - 647079133485*x**9 + 100073231059*x**8 + 1316119205476*x**7 + 1021472311779*x**6 - 302494686613*x**5 - 1140020291286*x**4 + 124610221202*x**3 + 1031165582193*x**2 + 63309068925*x - 43605663480,0,,
19875512658*x**15 - 151540700100*x**14 - 820700501327*x**13 - 496984330905*x**12 + 459371147007*x**11 + 622135491454*x**10 + 1155729689206*x**9 - 1204156128202*x**8 + 800485513968*x**7 + 146970240764*x**6 + 890196302993*x**5 + 703284827090*x**4 - 568008944209*x**3 - 82831507048*x**2 + 66480550642*x - 52493141545,0,,
3479963867*x**15 + 355518861207*x**14 - 227586808614*x**13 + 184497073513*x**12 - 634209099357*x**11 - 518528180570*x**10 + 662616530270*x**9 - 88235399962*x**8 - 2427072603593*x**7 - 1823035794323*x**6 + 502656730670*x**5 - 65152122259*x**4 - 976365730644*x**3 + 413618469360*x**2 + 64970828795*x + 134777836704,0,,
-62336401515*x**15 - 55057081028*x**14 - 451781699673*x**13 - 5626957413*x**12 - 391062519635*x**11 - 556127197978*x**10 - 927840629328*x**9 - 141202649385*x**8 + 338354156370*x**7 + 25576827428*x**6 - 619446432720*x**5 - 255037477691*x**4 + 204051492820*x**3 - 271175786192*x**2 + 198805489619*x - 27053729335,0,,
26282310385*x**15 + 35111776724*x**14 + 620111313392*x**13 - 510282231122*x**12 - 650769560668*x**11 + 172080450363*x**10 - 2297502649233*x**9 - 2180940619773*x**8 - 692209643288*x**7 - 298158766385*x**6 + 1696111291335*x**5 - 513611967686*x**4 + 627708205886*x**3 - 86019691843*x**2 - 45415466375*x + 59345234172,0,,
-537162637*x**15 + 196202623943*x**14 - 279594910275*x**13 + 11218863121*x**12 - 1595856240799*x**11 + 263753289610*x**10 + 489341898026*x**9 + 1412204736773*x**8 + 1673163894774*x**7 + 811321395203*x**6 - 127305613394*x**5 - 759276285789*x**4 - 368145940983*x**3 + 46933935488*x**2 - 104445967839*x - 11344388632,0,,
-11769275504*x**15 - 37534734305*x**14 - 840621782409*x**13 + 223098306830*x**12 + 831045983270*x**11 + 1241678063242*x**10 - 124595244073*x**9 + 956509355835*x**8 + 906882751474*x**7 + 461486341553*x**6 + 1678464094080*x**5 - 544984850067*x**4 - 473603516742*x**3 + 238906014320*x**2 + 212857514172*x - 66785992199,0,,
3629802994*x**15 - 72610168717*x**14 + 100345421163*x**13 - 236926530674*x**12 + 587354224399*x**11 - 480569152068*x**10 + 1657434529675*x**9 - 954594312625*x**8 - 1885791843812*x**7 - 2236886724592*x**6 - 1357270412137*x**5 + 730829536712*x**4 - 1610707327745*x**3 + 12279235888*x**2 + 54600497634*x - 69678657400,0,,
16854957952*x**15 + 154557723724*x**14 + 74364231430*x**13 - 83605042719*x**12 + 738497033384*x**11 - 1888325886788*x**10 + 907754241545*x**9 + 670342440443*x**8 - 735977754434*x**7 + 820224212075*x**6 - 15942106111*x**5 - 384149421098*x**4 - 155222940825*x**3 - 270185319587*x**2 - 232109601008*x - 41223259082,0,,
62261236153*x**15 - 16293787289*x**14 - 138301011376*x**13 - 365810934541*x**12 + 511535109324*x**11 + 234606511235*x**10 - 848173155976*x**9 + 194724009097*x**8 + 2173169294981*x**7 + 640556977878*x**6 + 966076312675*x**5 + 331083451558*x**4 + 84678205558*x**3 + 315783012612*x**2 + 180916752746*x - 74790301586,0,,
-43733313180*x**15 + 405343640819*x**14 - 170721463143*x**13 + 1061945022172*x**12 - 1039302781626*x**11 - 1845569109120*x**10 - 1242116635583*x**9 + 1382261397741*x**8 + 1910488695187*x**7 + 1685076536969*x**6 - 38771981909*x**5 - 108996949698*x**4 - 812693269280*x**3 - 100111859508*x**2 + 67110864838*x + 20099717618,0,,
-1752514431*x**15 + 224221487145*x**14 + 417738886849*x**13 - 1554999256958*x**12 + 85656389387*x**11 - 651093504692*x**10 + 584363499657*x**9 + 192528699602*x**8 - 1219495805215*x**7 + 1111155224013*x**6 - 1111406254414*x**5 - 495988362400*x**4 + 407086077952*x**3 - 159012355811*x**2 + 147184114875*x + 27600215560,0,,
1997960905*x**15 - 123889072139*x**14 + 83858516103*x**13 - 253939958563*x**12 - 423518527671*x**11 - 444832587532*x**10 + 245782534908*x**9 - 981527946207*x**8 + 851203068357*x**7 - 1457023073364*x**6 - 142070691001*x**5 + 92079468182*x**4 + 41510654991*x**3 + 80149848555*x**2 - 3070180601*x - 3262135980,0,,
37191112320*x**15 - 188326636284*x**14 - 188556084364*x**13 - 253523598038*x**12 + 1244277691103*x**11 - 716522903080*x**10 + 94918230928*x**9 + 722511477106*x**8 + 2131346303059*x**7 - 2335970698813*x**6 + 1283189468246*x**5 - 1965220985085*x**4 - 528270692593*x**3 + 358962432044*x**2 + 105102443602*x + 31842224884,0,,
-50957816674*x**15 + 115062917154*x**14 + 630849709040*x**13 + 124311075663*x**12 + 12985530758*x**11 + 17813093413*x**10 - 394524033294*x**9 + 898396169321*x**8 + 1004879244814*x**7 + 501742207363*x**6 - 653108950999*x**5 + 1979561057026*x**4 + 225266937223*x**3 - 145404724889*x**2 + 18871589452*x - 76119170878,0,,
-63177977510*x**15 - 19844366972*x**14 + 96285885462*x**13 + 699818041996*x**12 + 1440139723268*x**11 + 368060567302*x**10 - 1991360444344*x**9 - 562798814093*x**8 - 33707777794*x**7 + 1011080673104*x**6 + 461494523279*x**5 + 378714103529*x**4 - 922203922429*x**3 - 17250853585*x**2 - 136560589855*x + 15814159744,0,,
11925500840*x**15 - 114818416856*x**14 + 683584602105*x**13 - 1000025501747*x**12 + 341576958444*x**11 - 2280421209429*x**10 + 117567367991*x**9 - 881407162375*x**8 + 452041157686*x**7 + 196977852918*x**6 + 112753804211*x**5 - 55496715034*x**4 - 851600193750*x**3 - 130629920851*x**2 - 127746676316*x - 105978903356,0,,
-15982219751*x**15 - 47215776736*x**14 + 226654726515*x**13 + 665500232579*x**12 - 368434914126*x**11 + 520689051790*x**10 - 1484818455169*x**9 - 1896017231683*x**8 + 2236780037457*x**7 + 2253452389117*x**6 - 1206440669588*x**5 + 128344660235*x**4 - 110965794562*x**3 + 341158733829*x**2 - 184487069329*x - 85779043162,0,,
-6846718308*x**15 + 59429780236*x**14 - 69273375483*x**13 - 97592445586*x**12 - 214211038603*x**11 + 49977825841*x**10 - 642864846209*x**9 + 1590285937544*x**8 + 1452115242847*x**7 - 137306756826*x**6 + 238243082691*x**5 + 783446019455*x**4 - 55639056507*x**3 - 99456690802*x**2 + 203799576017*x + 6765375762,0,,
-108398790107*x**15 + 20817980558*x**14 + 123036370661*x**13 - 417056028403*x**12 + 1405775241845*x**11 - 349486932044*x**10 + 1033285155674*x**9 - 1034823972745*x**8 - 921241255160*x**7 - 48966442587*x**6 - 898648155405*x**5 + 423651513097*x**4 + 510958113080*x**3 + 148997387636*x**2 + 58853141729*x + 13508257803,0,,
6827491314*x**15 - 61529440174*x**14 - 288747879852*x**13 + 871648503048*x**12 - 486974237285*x**11 + 268503604753*x**10 - 875800442115*x**9 + 62575197104*x**8 - 1774852542413*x**7 + 669568851978*x**6 + 2273393356721*x**5 - 584045666728*x**4 + 651566876211*x**3 - 176728630399*x**2 - 314939773291*x - 41760650603,0,,
-27530787758*x**15 - 261660784234*x**14 + 142217236847*x**13 + 724848754665*x**12 + 275897226905*x**11 - 85693349033*x**10 - 875270230168*x**9 - 79519321223*x**8 - 1430993271382*x**7 - 1397628120615*x**6 - 672930355109*x**5 + 193697910949*x**4 + 415504345425*x**3 - 398644787221*x**2 + 23111222734*x - 11427482552,0,,
-98456944876*x**15 + 18953838829*x**14 - 61110241551*x**13 + 130128693487*x**12 + 183983174422*x**11 + 972395937381*x**10 + 716677489607*x**9 - 855653196666*x**8 - 1235044089283*x**7 + 421954609835*x**6 + 109944264735*x**5 + 1757243058302*x**4 + 721269945865*x**3 - 205785850669*x**2 + 358644070717*x + 63862518618,0,,
78020912983*x**15 + 160917240056*x**14 + 368588934430*x**13 + 620888033914*x**12 - 2028982000371*x**11 - 973804437116*x**10 - 1088812643931*x**9 - 287026820053*x**8 + 184393097695*x**7 + 1619239826992*x**6 - 538005872624*x**5 - 578117819536*x**4 + 78789415006*x**3 - 143781489656*x**2 + 85334323398*x - 48634327288,0,,
-40889667454*x**15 - 222286944166*x**14 - 94190658526*x**13 - 63783783029*x**12 + 960492066800*x**11 + 777111889027*x**10 + 2255229234263*x**9 - 25345526144*x**8 + 55134342269*x**7 - 431320092865*x**6 + 724382396375*x**5 - 791947116395*x**4 + 19402455884*x**3 - 299936873411*x**2 - 1440674019*x + 17304091084,0,,
26084426734*x**15 - 214968069076*x**14 - 234260044162*x**13 - 322863098640*x**12 + 1163560240932*x**11 - 91764973973*x**10 - 20335046875*x**9 + 2737380775631*x**8 + 211493098057*x**7 - 973837977571*x**6 - 352215571400*x**5 - 58036659299*x**4 - 287497163389*x**3 + 625266618114*x**2 + 30401952355*x + 4963009565,0,,
-1116531503*x**15 - 40015628191*x**14 + 321131900220*x**13 + 399844615305*x**12 + 211396387155*x**11 + 511861182891*x**10 - 2580281605602*x**9 - 812314514141*x**8 + 2506178373835*x**7 + 1043314624214*x**6 - 10319994623*x**5 - 426543531375*x**4 + 876679893861*x**3 - 79351763364*x**2 + 247416480425*x - 66274044606,0,,
-28051323838*x**15 - 161241199891*x**14 + 368442741891*x**13 - 478083470695*x**12 + 2136436416191*x**11 + 55738307032*x**10 - 1963125567821*x**9 - 2631621743848*x**8 + 562891631028*x**7 - 551799804487*x**6 + 492415545962*x**5 - 1801466250018*x**4 + 155751152366*x**3 + 142336010836*x**2 + 6399259207*x + 46230129301,0,,
52844611929*x**15 + 30749811929*x**14 - 195784239032*x**13 - 144328489544*x**12 + 298317202509*x**11 + 633700288083*x**10 - 1563462632052*x**9 - 778682946649*x**8 + 1219136713159*x**7 + 91742835642*x**6 + 1135227581106*x**5 - 1148876607383*x**4 + 376265276498*x**3 + 92247414089*x**2 - 147403067628*x + 60063859358,0,,
59017034101*x**15 + 305382035001*x**14 + 252782092512*x**13 - 1254610635162*x**12 - 1301814155168*x**11 + 1077497564973*x**10 - 1678111921930*x**9 - 887900932834*x**8 - 438906111574*x**7 - 1562370750669*x**6 - 29021818587*x**5 - 554041016680*x**4 - 60676753809*x**3 + 418385582089*x**2 - 69699813988*x + 17507795223,0,,
-9475089880*x**15 - 182706424517*x**14 - 452553517286*x**13 - 110991982165*x**12 - 872552046121*x**11 + 757114611287*x**10 + 330475486439*x**9 - 292680942312*x**8 + 2768911107881*x**7 + 1395957262078*x**6 + 424862825521*x**5 + 886352855700*x**4 + 901758059187*x**3 + 656612814042*x**2 + 4274005998*x + 12526370263,0,,
-24503051950*x**15 + 241192707923*x**14 + 415924548631*x**13 - 1032228998533*x**12 + 564443833187*x**11 + 367527592848*x**10 - 374672545344*x**9 - 589188442546*x**8 + 1328057569224*x**7 + 1405893587394*x**6 - 128060732218*x**5 + 105812504786*x**4 - 33344244652*x**3 + 102162294654*x**2 - 35235985912*x - 43274785874,0,,
10577560230*x**15 + 49129827586*x**14 + 305082801834*x**13 + 489947650837*x**12 - 419359356965*x**11 - 931777494086*x**10 - 2177151067696*x**9 - 1952411992973*x**8 + 2403526997115*x**7 - 282498613266*x**6 + 156150203214*x**5 + 576988257912*x**4 + 395692313506*x**3 - 657310802035*x**2 - 112087598071*x + 16406787451,0,,
-67368374423*x**15 - 20245639104*x**14 - 117825635751*x**13 + 118212279270*x**12 - 100855471913*x**11 + 1260368922331*x**10 - 3466123211748*x**9 + 884649551761*x**8 + 1514568177403*x**7 - 2045624598284*x**6 - 1200642763961*x**5 + 407477111889*x**4 + 1279866450652*x**3 + 68866246412*x**2 + 25278655256*x - 17854641559,0,,
16435604889*x**15 + 14102569896*x**14 + 367748298258*x**13 + 193601121209*x**12 - 359371970985*x**11 + 1852202889216*x**10 - 1798525906468*x**9 - 928240243608*x**8 + 526062620535*x**7 + 1922928759927*x**6 + 2365038837795*x**5 - 380221205858*x**4 + 332463706480*x**3 - 169748496437*x**2 + 94100431555*x - 53135352578,0,,
16148757028*x**15 - 69574541092*x**14 + 629562355970*x**13 + 1009078596499*x**12 - 2027575276649*x**11 - 141589196949*x**10 - 2703070155430*x**9 + 264768790728*x**8 + 1000830289814*x**7 - 969165941965*x**6 - 810302724110*x**5 - 1846463522091*x**4 - 708211201966*x**3 + 128097870211*x**2 + 9979330500*x + 43876087183,0,,
-31681137957*x**15 + 210323131734*x**14 - 117214162899*x**13 + 417795638589*x**12 + 2001577580071*x**11 + 71352965457*x**10 + 93720959309*x**9 - 200619522956*x**8 - 937354855874*x**7 - 526443393481*x**6 + 61773966294*x**5 + 425907928294*x**4 + 356778622688*x**3 - 677855147687*x**2 + 10968440751*x + 63967566886,0,,
-50351629398*x**15 - 24085201070*x**14 - 417737909146*x**13 + 221352986570*x**12 + 2164713158878*x**11 - 676176816180*x**10 - 111800815695*x**9 + 1441994843002*x**8 + 959128531543*x**7 - 363376973807*x**6 - 284483855812*x**5 - 1040998688159*x**4 + 821523436991*x**3 + 477329506115*x**2 + 294736588761*x - 17152304222,0,,
60677362781*x**15 + 211088941087*x**14 - 11218326199*x**13 - 604369994112*x**12 - 404859303078*x**11 + 777219035209*x**10 - 295505372501*x**9 - 1784854157325*x**8 - 1329252947613*x**7 + 1590701228971*x**6 - 1618805366317*x**5 - 642824134127*x**4 - 115236690935*x**3 - 459416510895*x**2 - 91359291226*x - 30678542286,0,,
10396565799*x**15 + 165151533001*x**14 + 259439724051*x**13 + 1317191740808*x**12 - 103094743745*x**11 + 403441012372*x**10 + 1118415213845*x**9 + 1008054398802*x**8 - 1611497629994*x**7 - 554848419630*x**6 + 822083629145*x**5 + 1218799723048*x**4 + 761873911452*x**3 + 424392049047*x**2 - 269402237711*x - 67881949290,0,,
-2001698186*x**15 - 155677400376*x**14 - 398179038637*x**13 + 121252133618*x**12 + 618218312927*x**11 - 608953410410*x**10 - 370156257795*x**9 + 493998067138*x**8 - 222252625920*x**7 + 73427342966*x**6 + 1437134597574*x**5 - 24991717367*x**4 + 202904112612*x**3 + 129675525767*x**2 - 134166977098*x - 50189627753,0,,
-28764014101*x**15 - 134839418929*x**14 + 156441064634*x**13 - 245663450230*x**12 - 700998947333*x**11 - 303869051940*x**10 + 1704932729890*x**9 - 632188384363*x**8 + 287155365035*x**7 - 237995816986*x**6 + 1211092832951*x**5 + 1200215400581*x**4 + 631272109023*x**3 + 23623762273*x**2 + 144119686186*x + 30512324276,0,,
-67410419359*x**15 - 19409169261*x**14 - 31687004446*x**13 - 67715122580*x**12 - 723619834939*x**11 + 931885234511*x**10 - 908797906388*x**9 + 128815362807*x**8 + 247543833817*x**7 - 709766757234*x**6 + 273085912948*x**5 + 434672702950*x**4 - 173664781530*x**3 - 475547605979*x**2 + 191702118459*x - 47235269468,0,,
10830024491*x**15 + 164664441753*x**14 - 195074703950*x**13 + 468014279625*x**12 + 1207033661622*x**11 + 507034679104*x**10 - 29960861325*x**9 - 2063728502942*x**8 - 287040370929*x**7 + 620287095751*x**6 + 1686788893939*x**5 - 1354853403820*x**4 - 544944428811*x**3 - 24475860412*x**2 - 51815210138*x - 4845768988,0,,
16740829051*x**15 - 70190717884*x**14 + 306652955524*x**13 + 378030990559*x**12 - 704162894311*x**11 + 1043972356201*x**10 + 4840809827*x**9 - 229697472648*x**8 - 1392746441682*x**7 - 1271295931248*x**6 + 1926171969340*x**5 + 1053928680037*x**4 + 537237063312*x**3 + 111682136684*x**2 - 32389647157*x - 25013671511,0,,
30840442877*x**15 + 17844079546*x**14 + 448028349440*x**13 + 142122279787*x**12 + 57145645790*x**11 - 599502301540*x**10 - 666274205332*x**9 + 813953929525*x**8 - 1274371146130*x**7 - 1048815105929*x**6 + 1177822375971*x**5 + 160912222593*x**4 - 426469998415*x**3 + 122408148796*x**2 - 85389437122*x - 57070571860,0,,
-3792381894*x**15 + 33882198478*x**14 - 485069984739*x**13 + 30783408188*x**12 + 41288705577*x**11 + 409866245107*x**10 + 45720127276*x**9 + 1245658615039*x**8 - 240308149903*x**7 + 79945997505*x**6 - 244061815470*x**5 + 431291356490*x**4 - 1114109242088*x**3 - 55783571578*x**2 - 172838989285*x - 7615844636,0,,
